207,"Word Detectives: Verbs, Adjectives, Demonstrative Pronouns","Identify verbs, adjectives, synonyms, and antonyms.","{""topics"":[""Verbs (action words)"",""Adjectives (describing words)"",""Demonstrative Pronouns: this (near, singular), that (far, singular), these (near, plural), those (far, plural)""],""synonymPairs"":[[""big"",""large""],[""fast"",""quick""],[""happy"",""glad""],[""small"",""tiny""]],""antonymPairs"":[[""hot"",""cold""],[""tall"",""short""],[""happy"",""sad""],[""early"",""late""]],""curriculumCode"":""EN3VWK-IV-4, EN3VWK-IV-5""}",0.5,3,vocabulary,2026-03-06 00:06:27.600,1
208,Word Builders: Using Vocabulary in Sentences,"Use verbs, adjectives, and demonstrative pronouns in sentences.","{""focus"":""Applying vocabulary knowledge in sentence contexts"",""demonstrativeRules"":{""this"":""near + singular"",""that"":""far + singular"",""these"":""near + plural"",""those"":""far + plural""},""sentenceExamples"":[""The cat jumps on the roof."",""She has a blue dress."",""This is my pencil."",""Those are my crayons.""],""synonymsInContext"":[""glad ? happy"",""dirty ? clean (antonym)""],""curriculumCode"":""EN3VWK-IV-4, EN3VWK-IV-5""}",0.5,3,vocabulary,2026-03-06 00:06:27.600,1
209,Word Masters: Classify and Analyze,Classify word functions and distinguish synonyms from antonyms.,"{""focus"":""Analysis and mastery level application"",""skills"":[""Identify verbs in sentences"",""Identify adjectives in sentences"",""Use correct demonstrative pronouns"",""Distinguish synonym vs antonym pairs"",""Analyze sentences for word functions""],""curriculumCode"":""EN3VWK-IV-4, EN3VWK-IV-5""}",0.5,3,vocabulary,2026-03-06 00:06:27.600,1
210,Word Pattern Challenge: Reading Word Families,Read words using common patterns and recognize word families.,"{""wordFamilies"":{""-at"":[""cat"",""bat"",""hat"",""mat"",""rat""],""-ight"":[""light"",""night"",""sight"",""right"",""tight""],""-ake"":[""cake"",""bake"",""lake"",""take"",""make""],""-an"":[""man"",""ran"",""tan"",""pan"",""can""],""-ig"":[""pig"",""big"",""dig"",""fig"",""wig""],""-ap"":[""map"",""cap"",""tap"",""nap"",""lap""]},""rule"":""Words in the same family share the same ending sound and spelling."",""curriculumCode"":""EN3VWK-IV-6""}",0.6,3,vocabulary,2026-03-06 00:06:27.600,1
211,Spell It Right: Writing Words Correctly,Identify and write correctly spelled words.,"{""focus"":""Correct spelling patterns"",""commonErrors"":[[""because"",""becaus"",""becos""],[""night"",""nite"",""nyght""],[""played"",""playd"",""plaed""],[""helpful"",""helpfull"",""helpfol""],[""happy"",""happi"",""hapy""],[""running"",""runing"",""runnung""]],""rule"":""Adding -ing: drop silent e or double final consonant. Adding -ed: most words add -ed directly."",""curriculumCode"":""EN3VWK-IV-7""}",0.6,3,vocabulary,2026-03-06 00:06:27.600,1
212,"Root Words: Base Words in Nouns, Verbs, Adjectives",Identify root words and understand how suffixes change meaning.,"{""rootWordExamples"":[[""playing"",""play""],[""teacher"",""teach""],[""helpful"",""help""],[""jumped"",""jump""],[""reader"",""read""],[""happily"",""happy""],[""fastest"",""fast""],[""painted"",""paint""],[""singer"",""sing""],[""kindness"",""kind""]],""suffixes"":{""-ing"":""ongoing action"",""-ed"":""past action"",""-er"":""person who does something"",""-ful"":""full of"",""-ly"":""in a way"",""-ness"":""state of being"",""-est"":""most""},""curriculumCode"":""EN3VWK-IV-8""}",0.6,3,vocabulary,2026-03-06 00:06:27.600,1
213,Vocabulary and Word Knowledge: Final Assessment,Demonstrate mastery of all vocabulary concepts.,"{""type"":""cumulative"",""quarters"":[""Q1: High-frequency words, regional/national vocabulary, content-specific words"",""Q2: Common/proper nouns, gender of nouns, verbs, adjectives"",""Q3: Verbs, adjectives, demonstrative pronouns, synonyms, antonyms"",""Q4: Word families, spelling patterns, root words""],""totalItems"":20}",0.8,3,vocabulary,2026-03-06 00:06:27.600,1
301,Sentences and Non-Sentences,Distinguish complete sentences from non-sentences.,"{""rule"":""A sentence: (1) starts with a capital letter, (2) expresses a complete thought, (3) ends with a punctuation mark."",""examples"":{""sentences"":[""The cat is sleeping."",""I love apples."",""Birds fly."",""She is happy.""],""nonSentences"":[""The cat."",""Running fast."",""Blue sky."",""Under the table.""]},""curriculumCode"":""EN3GAGS-I-1""}",0.1,3,grammar,2026-03-06 00:06:27.600,1
302,Sequencing Words in Sentences,Arrange words in correct order to form meaningful sentences.,"{""rule"":""Words in a sentence must follow the correct order to make meaning. Usually: Subject + Verb + Object/Complement"",""examples"":[[""is / Manila / big"",""Manila is big.""],[""mango / The / sweet / is"",""The mango is sweet.""],[""plants / The / rice / farmer"",""The farmer plants rice.""],[""swim / Fish / water / in"",""Fish swim in water.""]],""curriculumCode"":""EN3GAGS-I-2, EN3GAGS-I-4""}",0.1,3,grammar,2026-03-06 00:06:27.600,1
303,Parts of a Simple Sentence: Subject and Predicate,Identify the subject and predicate in simple sentences.,"{""definitions"":{""subject"":""Who or what the sentence is about (the doer)"",""predicate"":""What the subject does or is""},""examples"":[{""sentence"":""The bird flies."",""subject"":""bird"",""predicate"":""flies""},{""sentence"":""Maria dances."",""subject"":""Maria"",""predicate"":""dances""},{""sentence"":""The sun shines."",""subject"":""sun"",""predicate"":""shines""},{""sentence"":""My mother cooks."",""subject"":""mother"",""predicate"":""cooks""}],""curriculumCode"":""EN3GAGS-I-5""}",0.2,3,grammar,2026-03-06 00:06:27.600,1
304,Telling and Asking Sentences,Distinguish declarative from interrogative sentences.,"{""types"":{""declarative"":{""definition"":""Tells a fact or information"",""endMark"":""."",""examples"":[""I am 8 years old."",""The sun is hot."",""It is raining.""]},""interrogative"":{""definition"":""Asks a question"",""endMark"":""?"",""examples"":[""Where is Ben?"",""What is it?"",""Can you run?"",""Who are you?"",""How are you?""]}},""curriculumCode"":""EN3GAGS-II-4.1, EN3GAGS-II-4.2""}",0.3,3,grammar,2026-03-06 00:06:27.600,1
305,Commands and Exclamations,Distinguish imperative from exclamatory sentences.,"{""types"":{""imperative"":{""definition"":""Gives a command or request"",""endMark"":"". or !"",""examples"":[""Close the door."",""Please sit."",""Clean your desk."",""Kindly help me.""]},""exclamatory"":{""definition"":""Shows strong feelings"",""endMark"":""!"",""examples"":[""Wow!"",""Ouch!"",""I am so happy!"",""We won!"",""Fire!""]}},""curriculumCode"":""EN3GAGS-II-4.3, EN3GAGS-II-4.4""}",0.3,3,grammar,2026-03-06 00:06:27.600,1
306,Compound Sentences with Conjunctions,"Combine simple sentences using conjunctions (and, but, or).","{""conjunctions"":{""and"":""adds or combines similar ideas"",""but"":""shows contrast or opposite ideas"",""or"":""shows choice between two options""},""examples"":[{""simple"":[""I like milk."",""I like cake.""],""compound"":""I like milk and I like cake.""},{""simple"":[""I ran."",""I fell.""],""compound"":""I ran, but I fell.""},{""simple"":[""Eat now."",""Eat later.""],""compound"":""Eat now or later.""}],""curriculumCode"":""EN3GAGS-II-7""}",0.3,3,grammar,2026-03-06 00:06:27.600,1
307,Capitalization and Punctuation Rules,Apply capitalization rules and use correct end punctuation.,"{""rules"":[""Sentences start with a capital letter"",""Proper names are capitalized (Lito, Philippines, Cebu)"",""The word I is always capitalized"",""End with . (telling), ? (asking), or ! (exclamation/command)""],""examples"":{""correct"":[""My name is Anna."",""I live in Cebu."",""Help! I am lost!"",""Do you like milk?""],""incorrect"":[""my name is anna."",""i live in cebu."",""help i am lost!"",""do you like milk.""]},""curriculumCode"":""EN3GAGS-III-6""}",0.5,3,grammar,2026-03-06 00:06:27.600,1
308,Discourse Markers: Time Order Words,Use time order words to sequence events.,"{""markers"":{""First"":""begins a sequence; the starting step"",""Next"":""the following step"",""Then"":""what comes after next"",""Finally"":""the last step""},""examples"":[""First, wash your hands."",""Next, use soap."",""Then, rinse well."",""Finally, dry your hands.""],""usage"":""These words help readers follow steps in a process or events in a story."",""curriculumCode"":""EN3GAGS-III-9.1""}",0.5,3,grammar,2026-03-06 00:06:27.600,1
309,Doers and Actions in Compound Sentences,Identify subject and verb in each part of a compound sentence.,"{""rule"":""A compound sentence joins two simple sentences. Each part has its own subject and verb."",""examples"":[{""compound"":""Ben eats and Lea drinks."",""part1"":{""subject"":""Ben"",""verb"":""eats""},""part2"":{""subject"":""Lea"",""verb"":""drinks""}},{""compound"":""The dog barked and the cat ran."",""part1"":{""subject"":""dog"",""verb"":""barked""},""part2"":{""subject"":""cat"",""verb"":""ran""}}],""curriculumCode"":""EN3GAGS-III-7.3""}",0.5,3,grammar,2026-03-06 00:06:27.600,1
310,National Themes in Sentences,Write sentences about national pride using correct structure.,"{""nationalThemeWords"":[""Philippines"",""flag"",""Filipino"",""Mabuhay"",""hero"",""nation"",""people"",""respect"",""elders""],""sentenceTypes"":{""telling"":""The Philippines is my country."",""asking"":""Is the sun yellow?"",""command"":""Respect the elders."",""exclamation"":""Mabuhay!""},""curriculumCode"":""EN3GAGS-IV-2""}",0.6,3,grammar,2026-03-06 00:06:27.600,1
311,Explanatory Discourse: Using Because,"Use ""because"" to explain reasons and causes.","{""rule"":""Because connects a cause (reason) to an effect (result). It answers the question WHY."",""examples"":[""I am happy because it is my birthday."",""It is raining because there are clouds."",""It stopped because it had no gas."",""The dog barked because it saw a cat."",""Wash your hands because they are dirty.""],""curriculumCode"":""EN3GAGS-IV-9.3""}",0.6,3,grammar,2026-03-06 00:06:27.600,1
312,Sentence Intonation and Pitch,Understand rising and falling intonation patterns.,"{""pitchTypes"":{""rising"":""Used for questions. Voice goes up at the end. Example: Can I eat?"",""falling"":""Used for telling sentences. Voice goes down at the end. Example: I am here."",""high"":""Often shows excitement or surprise. Example: Wow!""},""examples"":[{""sentence"":""Who are you?"",""pitch"":""Rising""},{""sentence"":""I am here."",""pitch"":""Falling""},{""sentence"":""We won!"",""pitch"":""High/Falling""}],""curriculumCode"":""EN3GAGS-IV-3""}",0.6,3,grammar,2026-03-06 00:06:27.600,1
313,Grammar Awareness: Final Assessment,Demonstrate mastery of all grammar concepts.,"{""type"":""cumulative"",""quarters"":[""Q1: Sentences vs non-sentences, word sequencing, subject and predicate"",""Q2: Types of sentences (declarative, interrogative, imperative, exclamatory), compound sentences"",""Q3: Capitalization, punctuation, time-order discourse markers, compound sentence analysis"",""Q4: National theme sentences, because (explanation), sentence intonation and pitch""],""totalItems"":20}",0.8,3,grammar,2026-03-06 00:06:27.600,1
401,"Identifying Key Details: Who, What, Where, When",Extract key details from a short text.,"{""questionWords"":{""who"":""the character(s)"",""what"":""the main action or object"",""where"":""the setting/location"",""when"":""the time of events""},""strategy"":""After reading, ask yourself: Who is in the story? What happened? Where did it happen? When did it happen?"",""practice"":""Ana has a small brown dog. They play in the park every afternoon.""}",0.1,3,comprehension,2026-03-06 00:06:27.600,1
402,Sequencing Events with Signal Words,Arrange story events in chronological order.,"{""signalWords"":{""first"":""the beginning event"",""next"":""the second event"",""then"":""what follows"",""last"":""the final event""},""strategy"":""Look for signal words to find the order of events. Make sure events are in the right time sequence."",""practice"":""First, Tom woke up. Next, he brushed his teeth. Last, he ate breakfast.""}",0.1,3,comprehension,2026-03-06 00:06:27.600,1
403,Characters and Setting,Identify and describe characters and setting.,"{""definitions"":{""character"":""The person, animal, or being in the story"",""setting"":""Where and when the story happens""},""strategy"":""Characters are the people or animals. Setting is the place and time."",""examples"":{""character"":""Liza and her brother"",""setting"":""the beach""},""practice"":""Liza and her brother went to the beach. They built a sandcastle.""}",0.2,3,comprehension,2026-03-06 00:06:27.600,1
404,Main Idea and Supporting Details,Identify the main idea and supporting details.,"{""definitions"":{""mainIdea"":""The most important idea the text is about"",""supportingDetails"":""Facts or examples that tell more about the main idea""},""strategy"":""Ask: What is the whole passage mostly about? That is the main idea."",""practice"":""Dogs are helpful animals. They guard houses and help people."",""hint"":""The title often hints at the main idea.""}",0.3,3,comprehension,2026-03-06 00:06:27.600,1
405,Cause and Effect Relationships,Identify cause-and-effect relationships in simple texts.,"{""definitions"":{""cause"":""The reason WHY something happened"",""effect"":""WHAT happened as a result""},""clueWords"":[""because"",""so"",""therefore"",""as a result"",""since""],""strategy"":""Ask: Why did this happen? (cause) What happened because of it? (effect)"",""practice"":""It rained hard. The streets became wet."",""examples"":[{""cause"":""It rained hard"",""effect"":""The streets became wet""}]}",0.3,3,comprehension,2026-03-06 00:06:27.600,1
406,Making Predictions and Asking Questions,Use text clues to make predictions.,"{""skills"":[""Making predictions based on text clues"",""Asking who/what/where/when/why/how questions"",""Using prior knowledge to predict outcomes""],""strategy"":""Look for clues in the text + think about what you already know = make a smart prediction."",""questionStarters"":[""I predict that..."",""I think... because..."",""What might happen if...?""],""curriculumApprox"":""Q2L3 Comprehension""}",0.3,3,comprehension,2026-03-06 00:06:27.600,1
407,Problem and Solution in Narrative Texts,Identify the problem and solution in a narrative.,"{""definitions"":{""problem"":""What goes wrong or the difficulty the character faces"",""solution"":""How the problem is fixed or resolved""},""strategy"":""Ask: What went wrong? How was it fixed?"",""practice"":""Ben brought his kite to the park. The wind was very strong. The kite got stuck in a tree. Ben felt sad. His father used a long stick to get the kite down. Ben smiled again."",""analysis"":{""problem"":""The kite got stuck in a tree"",""solution"":""Father used a long stick to get the kite down""}}",0.5,3,comprehension,2026-03-06 00:06:27.600,1
408,Comparing and Contrasting Characters,"Compare and contrast characters, events, or ideas.","{""definitions"":{""compare"":""Find how two things are ALIKE (use: both, similarly, also)"",""contrast"":""Find how two things are DIFFERENT (use: but, however, on the other hand, while)""},""practice"":""Ana likes to read books quietly in her room. Mia likes to play outside with her friends. Both girls enjoy learning new things."",""analysis"":{""similarities"":[""Both enjoy learning new things"",""Both are girls""],""differences"":[""Ana reads quietly indoors"",""Mia plays outside with friends""]}}",0.5,3,comprehension,2026-03-06 00:06:27.600,1
409,Context Clues: Synonyms and Antonyms,Use context clues to determine the meaning of unfamiliar words.,"{""definitions"":{""contextClues"":""Hints in the text that help you figure out what an unfamiliar word means"",""synonyms"":""Words that have the SAME or similar meaning (quick/fast)"",""antonyms"":""Words with OPPOSITE meaning (quick/slow)""},""practice"":""The rabbit is quick. It runs very fast. The turtle is slow. It moves very slowly."",""analysis"":{""synonymPair"":[""quick"",""fast""],""antonymPair"":[""quick"",""slow""]},""strategy"":""Look at nearby words and sentences to figure out what an unknown word means.""}",0.5,3,comprehension,2026-03-06 00:06:27.600,1
410,Drawing Conclusions and Making Inferences,Draw conclusions using text evidence and prior knowledge.,"{""definitions"":{""inference"":""A smart guess based on clues from the text + what you already know"",""drawingConclusions"":""Using evidence to come to a logical decision""},""formula"":""Text Clue + Prior Knowledge = Inference"",""practice"":""Dark clouds filled the sky. The wind blew hard. Carlo grabbed his umbrella before leaving the house."",""inference"":""It is probably going to rain."",""strategy"":""Look for clues in the text. Think: what does this suggest? What do I already know about this?""}",0.6,3,comprehension,2026-03-06 00:06:27.600,1
411,Text-to-Self Connections,Relate ideas from a text to personal experiences.,"{""definition"":""Text-to-self connection: Relating what you read to your own experiences, feelings, or memories."",""strategy"":""While reading, think: Does this remind me of something in my life? Have I felt this way before?"",""connectionTypes"":[""Text-to-Self: The story reminds me of..."",""Text-to-World: This connects to what I know about the world..."",""Text-to-Text: This reminds me of another book I read...""],""reflectionStarters"":[""This reminds me of when I..."",""I felt like the character when..."",""I know how the character feels because...""]}",0.6,3,comprehension,2026-03-06 00:06:27.600,1
412,Summarizing: Main Idea and Key Details,Summarize a text by identifying the main idea and key details.,"{""definition"":""A summary tells the most important ideas in a short, clear way. It is NOT a copy of the original text."",""rules"":[""Include the main idea"",""Include 2-3 key details"",""Use your own words"",""Keep it short""],""practice"":""Plants need sunlight, water, and soil to grow and stay healthy."",""goodSummary"":""Plants need sunlight, water, and soil to grow and stay healthy."",""badSummary"":""Plants are green and small. Water is wet."",""strategy"":""Ask: What is this MOSTLY about? What are the 2-3 most important facts?""}",0.6,3,comprehension,2026-03-06 00:06:27.600,1
413,Comprehension: Final Assessment,Demonstrate mastery of all comprehension strategies.,"{""type"":""cumulative"",""quarters"":[""Q1: Key details (who, what, where, when), sequencing, characters and setting"",""Q2: Main idea, cause and effect, predictions"",""Q3: Problem and solution, compare and contrast, context clues"",""Q4: Drawing conclusions, text-to-self connections, summarizing""],""totalItems"":20}",0.8,3,comprehension,2026-03-06 00:06:27.600,1
501,Writing Simple Sentences,"Write complete, correctly punctuated simple sentences.","{""skills"":[""Writing complete sentences"",""Using capital letters at the start"",""Using correct end punctuation (. ? !)"",""Expressing a complete thought""],""examples"":[""I have a dog."",""The sky is blue."",""Can you help me?"",""Wow, it is beautiful!""],""checklist"":[""Capital letter at start?"",""Complete thought?"",""Correct end mark?""]}",0.1,3,creating,2026-03-06 00:06:27.600,1
502,Describing with Adjectives,Write descriptive sentences using adjectives.,"{""skill"":""Using adjectives to make writing more vivid and interesting"",""strategy"":""Think of the 5 senses: what does it look, sound, feel, smell, or taste like?"",""examples"":[""The big, brown dog slept peacefully."",""She wore a bright, colorful dress."",""The sweet, juicy mango tasted delicious.""],""practice"":""Add adjectives to improve: The cat sat. ? The small, fluffy cat sat quietly.""}",0.1,3,creating,2026-03-06 00:06:27.600,1
503,Writing a Simple Paragraph,Write a simple paragraph with a topic sentence and supporting sentences.,"{""structure"":{""topicSentence"":""States the main idea of the paragraph"",""supportingSentences"":""Give details or examples about the main idea"",""conclusion"":""Optional: wraps up the paragraph""},""example"":""I love my dog. He is small and brown. He plays with me every day. My dog is my best friend."",""tips"":[""All sentences in a paragraph are about ONE main idea"",""Indent the first line"",""Stay on topic""]}",0.2,3,creating,2026-03-06 00:06:27.600,1
504,Writing Questions and Commands,Write interrogative and imperative sentences with correct punctuation.,"{""questionWords"":[""Who?"",""What?"",""Where?"",""When?"",""Why?"",""How?""],""examples"":{""questions"":[""Where is my bag?"",""Who is your teacher?"",""When do we eat?""],""commands"":[""Please sit down."",""Clean your desk."",""Help your classmates.""]},""punctuation"":{""question"":""ends with ?"",""command"":""ends with . or !""}}",0.3,3,creating,2026-03-06 00:06:27.600,1
505,Writing with Joining Words,Write compound sentences using conjunctions.,"{""conjunctions"":{""and"":""adds ideas: I like rice and I like bread."",""but"":""shows contrast: I am tired but I will study."",""or"":""shows choice: We can play inside or outside.""},""practice"":{""combine"":[[""I like cats."",""I like dogs."",""I like cats and I like dogs.""],[""She is smart."",""She is kind."",""She is smart and kind.""],[""It is hot."",""I feel cold."",""It is hot, but I feel cold.""]]},""tip"":""Use a comma before but or or when joining two complete sentences.""}",0.3,3,creating,2026-03-06 00:06:27.600,1
